reg	node1	node2	MI	MIC	Theta	Theta_T	Theta_Tn	Sigma	Sigma_null	T	T_null	Tn	Tn_null	P	P_T	P_Tn
GLI2	IRF6	NR2F2	0.0800300376608658	0.09348349377641263	0.13157086660198264	0.006994868919365178	0.1347475177960164	0.04759192138654251	0.05168549170234503	0.13104769761479895	0.13161224927200138	0.11334103065089707	0.10300113748211766	0.5108	0.4568	0.3902
HOXA9	HLF	WT1	0.09078238581020148	0.07340035555157458	0.3878816899700721	0.5594501491768152	0.8080031895672467	0.05994496997988655	0.047929810401098505	0.1663434752556583	0.12160548928272191	0.15538047192708015	0.09412039778948046	0.3098	0.2524	0.1886
PBX1	HOXA13	HOXB8	0.24411374720075107	0.15177271755714017	0.03342388014503536	0.06496542058744857	0.3341304301473819	0.08910949384512741	0.0878914416390246	0.22725089176738145	0.2336118678242372	0.20382065156442652	0.17077828931494415	0.4424	0.4856	0.3284
HOXB3	HOXB8	MAFB	0.142558809445549	0.12005316391729978	2.234277089752939	1.9415273988722668	0.004905694925842512	0.11520009209933713	0.04679525704551494	0.27247428371714166	0.11874968438355797	0.09160041486726644	0.09123499674831688	0.0286	0.0442	0.4308
HOXB3	IRX1	POU4F1	0.0	0.08654044510070902	0.18225539077261257	0.4982740435995098	0.8851062706007492	0.05359933726855039	0.047997203620416824	0.16143837718587895	0.12187522790797224	0.16143837718587895	0.09450694053131153	0.3882	0.282	0.1816
HOXB6	HOXA13	IRX5	0.22285890283676135	0.13818303479059382	1.1618210422870694	0.7700764330486614	1.0696343915462456	0.11674037694292068	0.07609582154789817	0.2706786650484583	0.19889328450974275	0.2464071148436473	0.1489731513892481	0.1278	0.2048	0.144
HOXA7	HOXB1	HOXB8	0.4426240984811005	0.054463848432613426	1.1874363671701664	1.1373289875413535	0.6855236931208281	0.031221436159101723	0.07311781538511009	0.08381624520028463	0.19012946644398157	0.07815851139002916	0.14036178263516963	0.899	0.8884	0.7354
SRY	NFATC4	NKX3-1	0.0	0.00746193201480283	1.4557265036575464	1.4237279532058897	1.3758359091698278	0.012707869961368145	0.06253633508871527	0.032616323050357554	0.16118270017985037	0.004693337023656596	0.12159108950154934	0.9502	0.9482	0.9382
AR	HOXA1	HOXA13	0.09698799333589303	0.1535391099986918	1.2302713267569307	1.4655662171533428	0.20333357162064555	0.11358299616968286	0.07079531388740472	0.3185949189012449	0.1838343125275895	0.15624696095671453	0.13807184501367736	0.1134	0.0828	0.3642
TOPORS	AR	HES1	0.0	0.05964206660462477	0.46206776156119655	0.2957080655622479	0.4059617240874908	0.06113041697018482	0.04710057800889358	0.1426233505696204	0.11950038712435032	0.12265686859012881	0.09243188046495543	0.296	0.3436	0.2928
HOXB3	HOXA9	POU4F1	0.03692810523486889	0.03002874710396295	0.5227049636102086	0.5284315281737735	0.1038412354899303	0.04100609686757297	0.058192590389065574	0.103747271042256	0.14904828423742741	0.103747271042256	0.11232642611490623	0.6742	0.6736	0.4804
HOXA2	HOXB1	HOXB8	0.4426240984811005	0.12811192233730467	0.042741651144672356	0.3311663660466585	0.21894708288515982	0.07380696351816565	0.07531512673047047	0.22754072474725007	0.1965103350502034	0.12641292676013594	0.14646591987151414	0.4752	0.3316	0.5346
MEF2C	PRRX1	TAL1	0.0	0.03140349074273914	0.556791509938046	0.7400474144605137	0.4556658866986144	0.0385343288017008	0.05657160614759589	0.08225894350180107	0.1446179767324983	0.07475851021189461	0.11200610397594139	0.6806	0.7484	0.6296
MEIS1	CEBPE	UNCX	0.1647809810408365	0.1006191357315033	2.6543027137099693	2.530896627480719	2.3400994089773777	0.16736047609069912	0.07347461450438078	0.43059541152867276	0.1921907382199595	0.35809514439982904	0.14301467105769647	0.0122	0.0166	0.026
SOX18	EGR2	GLI2	0.023119199827482007	0.07019878316147299	1.0041801849556338	1.1100554172361141	1.0042301831402092	0.08045022513890257	0.048934662056046116	0.21495753446676646	0.1246506884879178	0.17469586792237868	0.09713533160777435	0.1544	0.1328	0.1488
FEZF1	BHLHE41	GATA1	0.0	0.07062716995427372	0.8653876480731606	1.1535659786142998	1.090666028981281	0.07595875377315878	0.0489052872400312	0.21729288616732334	0.12430431515180203	0.180694367551953	0.09625716628006059	0.1786	0.1214	0.134
FOXC1	HOXA3	HOXA5	1.3332641246712869	1.156760672193933	0.8643751735194338	0.7086247294524566	0.6739905711764637	0.08762655564554486	0.12808973558428033	0.2606765456765465	0.35385473791496314	0.15793965293965329	0.24532790085946043	0.7976	0.7462	0.727
KLF4	MEIS1	SIX3	0.2793336367234507	0.2642799282520806	1.9932530179780468	1.81604735246005	1.4219808146760387	0.2062507858626067	0.11958285398446854	0.5475673850602432	0.32859963699230776	0.4007929505591936	0.2272316841951767	0.0314	0.0428	0.0894
HOXA5	PAX5	PBX1	0.0	0.0024568436729074604	1.3770579483101542	1.358673634971102	1.2233819318963348	0.004913687345814921	0.04729050983991619	0.012284218364537303	0.12008739011515954	0.0	0.09163880843006271	0.9254	0.9252	0.8868
PBX1	HOXB6	WT1	0.13822427504898593	0.05716429498870812	0.2945105892364577	0.32337555817187935	0.695370363213625	0.05661442071106062	0.04753867150272574	0.14660822267568685	0.1208532033984282	0.14660822267568685	0.09393948325749628	0.3414	0.3254	0.2138
HOXA7	PAX8	PBX1	0.06588694403534134	0.05893334701025417	1.4080775587728915	1.428145203465761	1.835366182065915	0.09583989557875716	0.05107138708858556	0.24759598520107207	0.13009718861163036	0.2450430462459816	0.10063253696930129	0.088	0.0856	0.0534
HOXA7	PRRX1	SIX3	0.11209032887480985	0.08624453600372597	2.366059752014998	2.346682248162314	2.8226267198747537	0.12344249690912373	0.05014314633584213	0.3166171573840093	0.12797545616082717	0.3166171573840093	0.09846956386694486	0.0192	0.0206	0.0104
HOXB6	HOXA3	MEIS2	0.1040423157758803	0.04085410354740313	0.09533603189116319	0.060306536724810095	1.2575912529039552	0.05099028021600042	0.04808920137306872	0.11766120582137818	0.12240742262973256	0.0	0.09474232842199642	0.4138	0.476	0.9014
HOXA7	HOXA13	HOXB1	0.24313355689973903	0.049772410797988	0.35335714630697407	0.3016191392592281	0.11699073160281595	0.05898796275123199	0.07128802811678166	0.15760844323819434	0.18540866195072486	0.14779675771224365	0.13724246278053737	0.6034	0.5816	0.398
HOXA1	HOXA9	NR2F2	0.0	0.0566887943007333	0.054067064020748797	0.12880622367292066	0.5397683960440928	0.05558652898952508	0.05386341806906023	0.14855349885270974	0.137870804288071	0.14855349885270974	0.10571469119861267	0.4338	0.404	0.2552
PBX3	HOXB8	LMX1B	0.2900999108679403	0.07033165680359321	0.7427476288704578	0.6621733927458959	0.692182276533017	0.11225275211231436	0.08505907656725319	0.28984629136778706	0.22505828724571342	0.22881656942415418	0.16184089968384704	0.2088	0.2326	0.2188
MEIS1	HOXA13	HOXB8	0.24411374720075107	0.15275800369562664	1.2531169723989628	0.7621756813408819	1.3766454706138138	0.13006251908434055	0.0838840404513161	0.29663867538954336	0.22145738774464413	0.29663867538954336	0.16239163122336844	0.112	0.201	0.0928
STAT5B	GATA1	SOX4	0.0	0.09260305406585853	0.7736459686541551	0.8786801232491656	1.228206421565163	0.0709101913355384	0.04730605910738495	0.1896137880231974	0.12021266784598908	0.18471858785263828	0.09266441422203885	0.2058	0.182	0.1204
PBX1	EGR2	HOXA13	0.06840803910316051	0.09607682740451536	2.898402154277876	2.9901032554040867	1.0655983776191282	0.1347815683415708	0.04736394053648911	0.3515484004104872	0.12008235198759576	0.013927580634599313	0.09112057958463649	0.0094	0.0072	0.8536
HOXB1	HOXB7	LMX1B	0.3421690373238562	0.17231043466487878	3.499512981782557	3.388700478684434	1.2852776473098266	0.22707720670867865	0.09400816978443058	0.5987065222674917	0.2510055041439128	0.04993264035355027	0.18128374648832016	0.0028	0.0036	0.9338
IRX2	HOXB6	NR2F2	0.0037499178340856254	0.0	1.6510171087153134	1.6247699102367756	1.3076497376425484	0.0	0.051992534341779355	0.0	0.1323826051386179	0.0	0.10255150127699074	0.9674	0.9674	0.911
HOXB1	EGR2	LMX1B	0.045737592375499236	0.044747333751225596	0.39516736365312854	0.49376737022783024	0.5560977512391336	0.06152469532635468	0.049049429159682516	0.16481267683789413	0.12452846636198873	0.13975654095142698	0.09694307220956161	0.3084	0.272	0.2524
RELA	EGR1	JUN	0.015233896764172972	0.02562389845165667	1.0918294191452789	1.0547973383793856	0.5278044682343668	0.035580141072544175	0.07493500847626391	0.094880086548641	0.19566406874797143	0.094880086548641	0.14411169886909822	0.8814	0.867	0.6668
HOXA9	GLI3	POU4F1	0.06222241740144474	0.06628804403338666	0.6447497616817476	0.8660964697978334	1.2983330790566465	0.06720730051716059	0.047723725179776307	0.18905154619472375	0.1214028644029318	0.18905154619472375	0.09353980744735355	0.2348	0.1826	0.1054
PBX3	HOXB7	LMX1B	0.3421690373238562	0.1224765706842403	1.4308169783181013	0.9638765866506374	0.5604905993257971	0.1558737950904366	0.10092932183665701	0.3731965467768661	0.2726320123116779	0.1340102401325307	0.194136526316619	0.0824	0.1576	0.688
HOXB6	GATA1	HOXA9	0.05763224413512802	0.005883982845522518	1.2136120291089272	1.1970979390843703	0.9516351478106634	0.010245531505680005	0.0474805763399979	0.026225059658321115	0.12054874392112357	0.023030205089029643	0.09488599249481487	0.89	0.8876	0.811
HOXA3	HOXA9	NR5A2	0.14732137818559732	0.08592416998946133	1.1067652500471579	1.1459492403917582	0.16189282734843558	0.08743848846339376	0.05224427072703395	0.22812575655029033	0.133424378495556	0.08995653075713195	0.10266173243566662	0.1312	0.1218	0.4986
HOXB1	HOXB8	IRX5	0.051802164469503253	0.11041074431146006	0.5795951862039223	0.30610464266308623	1.3894600743109056	0.06351696389340972	0.08469371896842641	0.19430817351155794	0.22421069189206852	0.029838733114103677	0.16467420328579768	0.7018	0.5916	0.9464
HOXA5	HOXA9	MEIS1	0.5314550418556987	0.11658609990498299	1.153904793987226	1.2756878599208423	1.7328962038517046	0.13363885305344397	0.08950431837873755	0.36731200103937955	0.2367540404771229	0.3449068815979157	0.16936643015161035	0.1268	0.1086	0.0614
MEIS1	HLF	HOXB6	0.0	0.05214006160877802	0.9181136659974148	0.9343888348144784	1.3466272061544675	0.07530458586020292	0.04726892546938643	0.19345525711840472	0.11991083777590845	0.19345525711840472	0.092799977041172	0.1714	0.1688	0.1054
HOXB3	NR5A1	SIX3	0.18676202087730687	0.11371766310886366	0.2024625731400987	0.32969975324011463	0.26608811509623154	0.08796730892931581	0.08063892236379368	0.24383217820197212	0.21209787622724252	0.1313959604310746	0.15678394749369673	0.3774	0.3318	0.5488
HOXA3	MEIS1	NR5A2	0.07348209364839509	0.09148960959498269	1.1560033876878033	0.8936365035186749	1.3460547598871266	0.08752411297579417	0.05074456539090923	0.20278573258071741	0.12919550284436898	0.20278573258071741	0.09876728775762485	0.1278	0.1674	0.0954
AR	HOXA13	IRF6	0.0	0.009165384385372021	0.9466668854221415	0.9390829334744156	1.2170564925118106	0.018330768770744042	0.047941978620258216	0.04582692192686011	0.12166812641224942	0.0	0.0936742791289963	0.8288	0.8274	0.896
PPARA	GATA1	HMGA2	0.07221810958804253	0.037332844985560956	0.6699387045760211	0.6364127143473144	1.051859222058333	0.07123548838035994	0.050314582564649636	0.17970170828202736	0.1282692268331592	0.17970170828202736	0.09959464336880308	0.236	0.2426	0.1484
HOXB6	GATA1	HOXA7	0.09553502661418456	0.05989139741570293	0.6187057571010723	0.388427763789051	0.22800138695912658	0.06635044444592957	0.04759643504412239	0.1512079661853445	0.12081665071071138	0.11039990649534248	0.09341747098238186	0.2522	0.3212	0.355
RELA	FOSL1	GLIS3	0.03712476126984221	0.07019065465701826	0.31846807372795854	0.05741241469955233	0.2729723952150816	0.057512370198199644	0.047775932782239884	0.12566127272510275	0.12113638744311875	0.1138718497659057	0.09340180331308759	0.3398	0.4314	0.3442
RELA	JUN	NFATC4	0.11711735711396054	0.09067475133231237	2.950370879001812	3.0239212959881163	3.1187906775148937	0.1443199857663747	0.05079618043754974	0.3778034774702488	0.12929228884299368	0.342830862437427	0.09958971290328081	0.009	0.0084	0.0084
MEIS1	HOXB5	PBX1	0.09517924819776091	0.12268122962092823	3.558034048504443	3.5677424107551348	3.4523952992294387	0.1897689746191525	0.06771008062421276	0.4993314474512405	0.17543826273541344	0.4407674868704279	0.13291619117494066	0.0036	0.0032	0.0046
HOXA9	HOXA3	POU4F1	0.08600020691336141	0.023656778057901295	0.6569198810774896	0.6008512569281513	0.6088066714278407	0.02975600499895679	0.05009208705638185	0.07933423265944839	0.12746796327365376	0.05056272375201942	0.09685975621136401	0.7242	0.6984	0.6876
HOXB8	HOXA3	MEIS1	0.4401210487738214	0.2905075470554569	1.149489598902232	1.6237544977850602	0.4909833698318307	0.17772804696587666	0.12527361282615257	0.5509982723915547	0.34501531813440645	0.30350993416960126	0.2408353918609739	0.1298	0.0618	0.2826
HOXA5	MEIS1	TFCP2L1	0.08244665109856397	0.09869699936266482	2.616027859170553	2.7556736375237127	2.7735851107294507	0.13537352646828857	0.05226472451002194	0.3605576642688111	0.1333047342345423	0.3214689831708972	0.10258364314133217	0.0132	0.0102	0.0126
LMX1B	HOXA13	TBX21	0.0	0.030187087831695124	0.8426364571114615	0.8237746285493692	0.4917274716105795	0.024592491776606492	0.05169814618824678	0.062732421312236	0.13189907185028146	0.062732421312236	0.10193793908161254	0.792	0.7864	0.6388
HOXB7	HOXA5	IRX1	0.17000780284257422	0.15473848395730821	1.6505741377553536	1.6649883849648182	1.0271619113042822	0.033742589875199874	0.09726286754946561	0.08735878376819262	0.2616465945988015	0.08073277089217967	0.1877374815651157	0.9736	0.975	0.8628
TAL1	GATA2	WT1	0.27565666979185766	0.25168059101576534	3.191420922431711	2.130825364136318	2.714079767652639	0.2843299436846548	0.13133660830514418	0.6489782277480833	0.36231453123069524	0.6148231828827695	0.25033769432150105	0.0034	0.0252	0.0134
HOXA9	HOXA13	HOXB7	0.3078877233883941	0.17936557956717233	1.2400382111882746	1.5124352512577615	0.6258588666239661	0.13496510784236138	0.08868824465845519	0.386717566234418	0.23535638482432264	0.2351093696021127	0.17257821844286914	0.1076	0.0718	0.2384
HOXB3	EBF1	SIX3	0.0	0.0	1.7099744079552366	1.6813067879809533	1.3591232960620432	0.0	0.05653315497589679	0.0	0.14480606236132731	0.0	0.11126022065673617	0.9784	0.9784	0.9302
HOXB5	NR5A1	PBX3	0.11302207683668586	0.051262322900100535	0.1668807629345732	0.07894996617144025	0.36391816449620246	0.05013481585103092	0.055679663316761024	0.13562886902629057	0.14245497423456208	0.07911338878031327	0.10862142327243396	0.525	0.4884	0.5902
AR	HOXA13	NFIX	0.14811163222439072	0.08358665501328248	0.10698409933548562	0.006050134131399058	0.507143855175514	0.0708705256992281	0.06724269374035291	0.17369384789336273	0.17423679256887387	0.17369384789336273	0.1296476172447859	0.4172	0.4596	0.2726
HOXB7	IRX5	SOX4	0.001141382455737805	0.1737441237004375	1.1858502296667324	1.275556679276522	1.5568567715865116	0.09429913527925066	0.055972193232096866	0.2500250886054085	0.1429879142798337	0.2357633904079517	0.10939622665830577	0.123	0.1078	0.0776
RELA	EGR1	NKX3-1	0.0	0.05075874284885673	0.26035912004188644	0.050839585073654305	0.09845692792483719	0.045028478267225565	0.05334157978366867	0.13177885975909875	0.1359877338138951	0.11147483712475648	0.10374976057910094	0.5534	0.4686	0.3934
MEIS1	HOXA5	TEAD4	0.0	0.0780956474420444	0.7772809717034959	0.8464307918423856	0.8594431205679708	0.09166349790765406	0.06522208141680519	0.24471085858815633	0.16864110454676048	0.20343544623242438	0.12848714089192123	0.2034	0.186	0.181
PBX3	HOXA7	NFIB	0.11741099171103908	0.04711187209490033	0.2398343836551568	0.37007825817173867	0.7794120967522397	0.0553230178929709	0.04804302707597283	0.15111254857343792	0.12204575752597722	0.15111254857343792	0.09356460513274009	0.3632	0.3184	0.197
HOXB7	HOXA13	TEAD3	0.00292362956921588	0.03153870011839834	0.4286167355060297	0.31679866578310056	0.22589943143115165	0.03935965402263797	0.05272120882415406	0.10877282274907629	0.1344349864673465	0.08545686733344016	0.1029030030472366	0.634	0.5816	0.535
HOXB8	HOXA13	POU2F2	0.039106775584025755	0.08073460047545092	2.5087057393871253	2.522809068730729	1.265263313861701	0.1284368237344638	0.04983241869300328	0.3314407461046571	0.12686679001562884	0.0	0.09731519659805113	0.0158	0.016	0.9106
HOXA3	AIRE	NR5A2	0.12834772977522002	0.019193193430818312	1.0778107071391123	1.0275438505406922	0.9834960985515467	0.018196718453613186	0.05274111839473817	0.0488031908270421	0.1342988960501865	0.024919486146864234	0.1032392293132902	0.8636	0.8478	0.8292
HOXB5	HOXA9	MECOM	0.0470246271718584	0.08668249822082527	0.7294405319288384	0.8932702376339433	1.3513132594785462	0.08700639138669122	0.06261262188574711	0.23994024368310152	0.161434769940567	0.23994024368310152	0.1250302598658217	0.2122	0.1746	0.0994
HOXB3	HOXA3	HOXB6	0.44340321475338484	0.05761685557372065	0.7237859481096794	0.7276764424020453	0.982618225684244	0.0604520553570345	0.08854980547657833	0.1589575944783279	0.2345210425376596	0.06923080517120761	0.16961121212557992	0.758	0.7582	0.8508
POU4F1	HOXA3	HOXA5	1.3332641246712869	1.1438598322930928	1.12725830505094	1.0738897466850412	0.2706469449486446	0.07551973122453648	0.12864298907494698	0.21313612313612373	0.3552418765754943	0.21313612313612373	0.24885812568694923	0.8794	0.8674	0.568
PBX3	HOXB7	HOXB8	0.581465905969365	0.30689180570481406	2.485424377731369	2.35852515096761	2.4584864328776077	0.2655606644718507	0.14012645420554598	0.7263151498617277	0.3882877596746433	-0.07438647825066269	0.27155122109196644	0.012	0.0182	0.9994
HOXB3	EPAS1	HOXA7	0.1453622578088467	0.07557757718951068	0.4561160044394795	0.31933207629585975	0.6124204971071597	0.0554118658184596	0.07099222163807901	0.15586579273558554	0.18483779853075788	0.08467349575381533	0.1387567323476979	0.6472	0.5856	0.7034
TP53	FOXC1	OLIG1	0.014469960547554894	0.027481839409323427	0.06802922428047761	0.049105529587773304	1.0279142226703974	0.04646164777453863	0.048564879367618684	0.11934567542599517	0.12327236993896695	0.01806352162062197	0.0961562757860916	0.4814	0.4694	0.8386
SRY	FOXP2	OLIG1	0.07408247339903218	0.02770972665197675	0.1901340227091451	0.18142933869232358	0.48074006720368295	0.05266077884173916	0.046918706036420336	0.13294169841857162	0.11885618753810033	0.12733476357725948	0.09167003146526488	0.3862	0.3858	0.2736
HOXA5	MEIS1	WT1	0.13329897309963012	0.08420917359439302	1.2898530786438556	1.6380093222714973	2.1141111500602774	0.08898882062556686	0.04903154281109532	0.25536889215897474	0.12453787258696752	0.25536889215897474	0.09538506732409795	0.1048	0.0656	0.037
FLI1	NR4A3	PLAG1	0.0	0.04416310409453041	0.29953317223421383	0.32458060031633096	0.7808030973450629	0.06749041620887888	0.05794925818676994	0.17571436240176208	0.148603901072307	0.17571436240176208	0.1128457720784641	0.3398	0.331	0.1984
HOXB8	HOXA7	MEIS1	0.5169875852531245	0.2780338508038594	0.9216619733975163	1.0671720544387675	0.9396033970111022	0.16615810068274894	0.12448342178860439	0.4761300809825175	0.34203628819356824	0.3539316103286696	0.2361890867720025	0.176	0.1448	0.1664
HOXB8	HOXA2	HOXA5	0.9404384530945529	0.7341512867187603	2.1171690550952507	2.323557789315523	2.041473989844447	0.2557743196132599	0.14403233600923673	0.744041395870332	0.3980030759515623	0.5711565954855315	0.2743385305783803	0.0274	0.0194	0.0348
MEIS1	NR2F2	PKNOX2	0.04877498299575578	0.0617934764382694	0.0511492863907449	0.04153341495963272	0.5536387517809501	0.08209977527283441	0.08396704022252816	0.21753675049013488	0.2216068267846306	0.21753675049013488	0.1634148802340555	0.4746	0.473	0.2562
HOXB3	HOXA7	NR5A2	0.14896826335248337	0.05301552330161892	0.5489136469502276	0.34272591007226555	0.03813584373624548	0.03680991365856765	0.054704566793845194	0.11084526224604918	0.13995616315099296	0.11084526224604918	0.10777693970075011	0.6838	0.5952	0.421
RBPJ	GATA3	POU4F1	0.0	0.03024539926545957	0.19403658243566116	0.20016664419110353	0.5661829184340741	0.05325056796221653	0.047358862310930144	0.1360999992033034	0.12035649486647239	0.1360999992033034	0.09336583760292622	0.3832	0.3758	0.2496
POU4F1	HOXA2	HOXA5	0.9404384530945529	0.8347212949045556	0.7060821663319935	0.7585769358752816	0.026883567295630056	0.1071836320495028	0.14402340441357378	0.28713073963073965	0.3989023684313364	0.2785188885188885	0.27456551553766356	0.74	0.7614	0.449
HOXB6	HOXB2	IRX1	0.0019805835686943496	0.02888212443071687	0.3688769234019681	0.4497970636907709	0.4514687472372586	0.03636528997441992	0.04761814241008764	0.08554403735373928	0.12114967699112637	0.05886658479984508	0.09215764505275492	0.6164	0.6414	0.625
HOXA5	HES1	MEIS1	0.143789271638735	0.0200842803506724	0.5848337392816695	0.56057867739144	0.48657960067835426	0.030835239695699842	0.04930589525880705	0.07961072346530562	0.12548044760318913	0.05880004517724924	0.09649791732028955	0.6898	0.679	0.6324
HOXB6	HEY2	HOXA3	0.1177650814755542	0.08442672454957849	0.8645236020550512	0.6279378893876281	0.8349628314843247	0.07792951982407188	0.050627135817212364	0.18060954809529095	0.12910767836463982	0.16313512371717787	0.09896531066367253	0.1798	0.2402	0.1858
HOXB6	HOXA2	HOXB3	0.3300622652426317	0.08752871732937617	0.5958147690521157	0.2956307035125405	0.4975775083245285	0.0782866722873544	0.058491907895898	0.17502070875983877	0.14948391184573848	0.15336471744803948	0.11209534620357435	0.2486	0.3394	0.27
HOXB8	HOXA5	HOXB2	0.5459786689172761	0.22237377213423062	1.8106878060499096	2.0795126500048764	0.09570628521086624	0.16944312790960683	0.09943788224399654	0.48577156623158735	0.2680400614785847	0.1800875751069253	0.19022691835440855	0.0478	0.0316	0.4926
HOXA13	HOXA3	HOXA9	1.1386549814171794	0.8053743976078414	3.2151914190419157	3.865000131116858	1.7316917924779425	0.308801254630192	0.14333957906872288	0.9590231857730431	0.3964773707043126	0.5234848416117763	0.2736218805927079	0.0028	0.0004	0.0588
USF2	EGR1	KLF1	0.0	0.03502804005536912	0.5389292915196775	0.520245262800736	1.1562391611081662	0.06555909168584377	0.04901673499809262	0.16595296046981245	0.12458304473997164	0.009187239807033176	0.09580160493181815	0.2736	0.2724	0.8794
LMX1B	HOXA3	PBX3	0.504610084183037	0.22734589482241838	4.846564001356369	4.628676681134587	3.7599608739550674	0.2872737792015539	0.10027819252663367	0.7570168706401821	0.2707927567734639	0.5866628073977871	0.190069404199992	0.0002	0.0002	0.002
RELA	EGR3	ESR2	0.0	0.08853692153233635	0.7863987653957851	0.8223047606140264	1.1965535450959126	0.0830324904869417	0.057280508163927026	0.2171296184073328	0.14679968053856496	0.21148657370183033	0.11278218960326174	0.1974	0.1876	0.1196
HOXB5	HOXA3	MEIS1	0.44059408567069935	0.2302407814738277	0.4552954089737968	0.24879297411929963	0.49011143872019264	0.08746200791959016	0.1057842003399601	0.25955768489050324	0.28679276563494677	0.25955768489050324	0.20549708711552225	0.6452	0.5652	0.2798
HOXB3	HOXA1	SIX3	0.15910723018962525	0.15284133905020775	1.6034347244216531	2.0540166703467277	1.8928871824764135	0.12599568824366636	0.06971430616627465	0.37144612734018345	0.18082384907205395	0.30247401304096044	0.1331524286491984	0.0698	0.0366	0.0476
PPARA	EPAS1	HMGA2	0.0	0.002543801101095333	1.3706977187490805	1.3498870190166816	1.0707649391634615	0.005087602202190666	0.046816579765666895	0.012719005505476666	0.11912425163953441	0.012719005505476666	0.09273782031196592	0.927	0.9266	0.8466
HOXB2	GATA2	MEIS2	0.05424804299761332	0.07319508912224393	0.2744369261685091	0.11743568915027394	0.5034570719533386	0.06388559599502713	0.05505783935688837	0.15066887612562585	0.14081399232460207	0.15066887612562585	0.10956732775547448	0.3532	0.4022	0.2702
MEIS1	FOXC1	HOXA5	0.14813633300237417	0.04307491757041637	0.13200546453418793	0.1544986144234058	0.3142038743909739	0.060155156680899116	0.06457457742208719	0.15338932040617292	0.16706015528229146	0.15338932040617292	0.12663273371525668	0.5142	0.5216	0.3322
HOXA7	HOXB6	SOX9	0.17958416650107178	0.2004213501305127	2.962708693423545	2.6506188627793237	3.0884346965121185	0.13775552592016557	0.047711405404328174	0.32896429150662065	0.12093754802709353	0.32896429150662065	0.09436347301872679	0.008	0.015	0.0092
FOXC1	BCL6B	MEIS1	0.0	0.004605728383015695	1.3997564303977588	1.379451500166599	1.3283376618344824	0.00921145676603139	0.05499372448577012	0.023028641915078474	0.14067453446459868	0.0	0.10712131162344894	0.9398	0.939	0.923
HOXB8	GLI3	HOXA13	0.017328089249048606	0.019456380513775694	0.29275009859253975	0.3082116047849841	0.034059185356425145	0.03891276102755139	0.047979254646147766	0.09728190256887848	0.12196464039353652	0.09728190256887848	0.09469165597182115	0.57	0.5756	0.4156
HOXB6	HOXB1	LMX1B	0.3323735176465532	0.09813306313038517	2.1800136937002104	1.944198562395956	1.7736964813784744	0.1746906594209996	0.09297344430236819	0.4457801532575312	0.24851653690718276	0.0	0.17817638414301737	0.0278	0.0398	0.987
NFKB1	EGR2	NR4A3	0.0	0.037590305390080125	0.3027390159005088	0.43414500103572673	0.04169653404465882	0.04693056056099716	0.05690136164898679	0.1083746284990652	0.14573777931431436	0.1083746284990652	0.11181251143562149	0.5812	0.6318	0.4468
RELA	GLIS3	NR4A1	0.0	0.06498093531640503	0.30856271759413184	0.05390813890058741	0.36832478389534956	0.039483500091402834	0.04919977334124212	0.12092511655241367	0.12532525545342987	0.06917317717654203	0.09767907517745662	0.585	0.4844	0.583
HOXB3	HOXB5	HOXB6	1.1664079793536422	0.4276147787570176	1.7284316638763524	1.345504309845547	2.2699772537470104	0.25689141261657505	0.1595130766489405	0.6557635895522895	0.44124943380208487	-0.043078773078772725	0.3118256587070162	0.0498	0.095	0.9992
RBPJ	MSC	TEAD4	0.0037159044915084927	0.015740038406847744	0.8872900105985513	0.873895025888236	0.5223304829043033	0.021623115790259783	0.048843388457404935	0.05483685834058605	0.12432428499555322	0.05483685834058605	0.09434047972043856	0.8028	0.7998	0.6486
ALX1	GATA1	IRX1	0.0	0.08164201219920324	1.4074264552769118	1.1167179576514716	1.3451537165744691	0.09138349768339925	0.04780724143870222	0.21043555126924662	0.12139762973554309	0.19728105251430472	0.09496587000657325	0.09	0.133	0.1008
HOXA5	MEIS1	POU4F1	0.15453430712086158	0.07717973644539633	0.2558394172929562	0.15982469575516503	0.17971583810793912	0.0698623659420209	0.07910122282169105	0.19237939502629997	0.20775824608598606	0.13749884879117147	0.15468186644691437	0.5622	0.5254	0.5186
MEIS1	LHX6	SIX3	0.0	0.038712739221150906	0.09736378915895356	0.20123215729654823	0.5931649128706197	0.050067477732190696	0.047091864840568556	0.1354112935310865	0.11954469193843706	0.1354112935310865	0.09143069859468515	0.4202	0.3826	0.2474
HOXB6	HOXB8	LMX1B	0.2900999108679403	0.10305894764572385	2.2917595892969116	2.199115999917968	2.7539225969640078	0.14706940706041388	0.06746392608480026	0.3769965465133982	0.17486536564885038	0.3769965465133982	0.13213279284544943	0.0226	0.0282	0.0142
HOXB3	HOXA2	HOXA3	0.9439650419171026	0.614657586963019	3.4800303500524103	3.715102342734954	2.973492890693673	0.32548151110841816	0.14558279209504768	0.9420763380095984	0.40163106625626804	0.714832364662684	0.2811243955580902	0.001	0.0006	0.0062
HOXB1	HOXA3	HOXA5	1.3332641246712869	1.0070286819619432	2.349382741290114	2.0515773044376746	2.9066626668562883	0.24288659379656702	0.1318384631779726	0.6404235579235584	0.36503719774873106	0.6404235579235584	0.2536141028554636	0.0176	0.0314	0.0068
